compound,date,neg,neu,pos,time,tweets ago,user
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 19:30:06 +0000 2018,1,@BBC
-0.4215,2018-03-06,0.219,0.781,0.0,Tue Mar 06 18:30:07 +0000 2018,2,@BBC
0.4939,2018-03-06,0.0,0.873,0.127,Tue Mar 06 18:03:04 +0000 2018,3,@BBC
-0.1027,2018-03-06,0.185,0.65,0.165,Tue Mar 06 17:30:07 +0000 2018,4,@BBC
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 17:25:44 +0000 2018,5,@BBC
0.3182,2018-03-06,0.0,0.881,0.119,Tue Mar 06 17:02:04 +0000 2018,6,@BBC
-0.0644,2018-03-06,0.079,0.853,0.068,Tue Mar 06 15:30:10 +0000 2018,7,@BBC
0.6997,2018-03-06,0.0,0.692,0.308,Tue Mar 06 14:44:33 +0000 2018,8,@BBC
0.8439,2018-03-06,0.0,0.664,0.336,Tue Mar 06 14:30:05 +0000 2018,9,@BBC
0.7269,2018-03-06,0.0,0.724,0.276,Tue Mar 06 13:48:06 +0000 2018,10,@BBC
0.6246,2018-03-06,0.102,0.605,0.293,Tue Mar 06 13:12:33 +0000 2018,11,@BBC
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 13:11:26 +0000 2018,12,@BBC
0.4404,2018-03-06,0.0,0.868,0.132,Tue Mar 06 13:10:12 +0000 2018,13,@BBC
0.5994,2018-03-06,0.0,0.813,0.187,Tue Mar 06 12:30:05 +0000 2018,14,@BBC
0.7901,2018-03-06,0.0,0.72,0.28,Tue Mar 06 10:18:16 +0000 2018,15,@BBC
0.4215,2018-03-06,0.0,0.872,0.128,Tue Mar 06 09:00:05 +0000 2018,16,@BBC
-0.2732,2018-03-06,0.106,0.837,0.057,Tue Mar 06 08:30:10 +0000 2018,17,@BBC
0.5023,2018-03-06,0.0,0.772,0.228,Tue Mar 06 08:03:02 +0000 2018,18,@BBC
0.0,2018-03-05,0.0,1.0,0.0,Mon Mar 05 19:30:07 +0000 2018,19,@BBC
-0.8555,2018-03-05,0.408,0.592,0.0,Mon Mar 05 18:38:04 +0000 2018,20,@BBC
0.6124,2018-03-05,0.0,0.737,0.263,Mon Mar 05 17:23:22 +0000 2018,21,@BBC
0.4472,2018-03-05,0.0,0.789,0.211,Mon Mar 05 17:15:34 +0000 2018,22,@BBC
0.1531,2018-03-05,0.077,0.818,0.105,Mon Mar 05 17:00:31 +0000 2018,23,@BBC
0.0,2018-03-05,0.0,1.0,0.0,Mon Mar 05 14:48:43 +0000 2018,24,@BBC
-0.1779,2018-03-05,0.145,0.855,0.0,Mon Mar 05 14:43:13 +0000 2018,25,@BBC
0.0,2018-03-05,0.0,1.0,0.0,Mon Mar 05 14:42:36 +0000 2018,26,@BBC
-0.6621,2018-03-05,0.24,0.76,0.0,Mon Mar 05 14:11:28 +0000 2018,27,@BBC
0.0,2018-03-05,0.0,1.0,0.0,Mon Mar 05 14:07:00 +0000 2018,28,@BBC
0.0,2018-03-05,0.0,1.0,0.0,Mon Mar 05 13:17:03 +0000 2018,29,@BBC
0.0,2018-03-05,0.0,1.0,0.0,Mon Mar 05 13:07:19 +0000 2018,30,@BBC
0.6369,2018-03-05,0.0,0.811,0.189,Mon Mar 05 12:34:04 +0000 2018,31,@BBC
0.0,2018-03-05,0.0,1.0,0.0,Mon Mar 05 12:33:12 +0000 2018,32,@BBC
0.4199,2018-03-05,0.0,0.843,0.157,Mon Mar 05 11:54:02 +0000 2018,33,@BBC
0.7845,2018-03-05,0.0,0.67,0.33,Mon Mar 05 11:37:55 +0000 2018,34,@BBC
0.7717,2018-03-05,0.0,0.749,0.251,Mon Mar 05 11:00:11 +0000 2018,35,@BBC
0.8384,2018-03-05,0.0,0.655,0.345,Mon Mar 05 10:42:57 +0000 2018,36,@BBC
0.8126,2018-03-05,0.0,0.73,0.27,Mon Mar 05 10:42:50 +0000 2018,37,@BBC
0.0,2018-03-05,0.0,1.0,0.0,Mon Mar 05 10:09:20 +0000 2018,38,@BBC
0.5267,2018-03-05,0.0,0.773,0.227,Mon Mar 05 09:58:23 +0000 2018,39,@BBC
0.7506,2018-03-05,0.0,0.714,0.286,Mon Mar 05 09:30:07 +0000 2018,40,@BBC
0.0,2018-03-05,0.0,1.0,0.0,Mon Mar 05 09:00:05 +0000 2018,41,@BBC
0.0,2018-03-05,0.0,1.0,0.0,Mon Mar 05 08:30:04 +0000 2018,42,@BBC
0.0,2018-03-05,0.0,1.0,0.0,Mon Mar 05 08:00:04 +0000 2018,43,@BBC
0.4019,2018-03-04,0.089,0.726,0.184,Sun Mar 04 20:11:35 +0000 2018,44,@BBC
0.8468,2018-03-04,0.0,0.614,0.386,Sun Mar 04 19:00:05 +0000 2018,45,@BBC
0.4215,2018-03-04,0.0,0.882,0.118,Sun Mar 04 18:59:39 +0000 2018,46,@BBC
-0.3182,2018-03-04,0.099,0.901,0.0,Sun Mar 04 18:00:09 +0000 2018,47,@BBC
0.4588,2018-03-04,0.0,0.889,0.111,Sun Mar 04 16:57:46 +0000 2018,48,@BBC
0.6369,2018-03-04,0.0,0.811,0.189,Sun Mar 04 16:30:12 +0000 2018,49,@BBC
0.3382,2018-03-04,0.0,0.87,0.13,Sun Mar 04 15:30:29 +0000 2018,50,@BBC
0.1779,2018-03-04,0.0,0.876,0.124,Sun Mar 04 15:00:06 +0000 2018,51,@BBC
0.0498,2018-03-04,0.17,0.65,0.18,Sun Mar 04 14:03:03 +0000 2018,52,@BBC
0.802,2018-03-04,0.0,0.702,0.298,Sun Mar 04 13:46:48 +0000 2018,53,@BBC
0.2263,2018-03-04,0.0,0.899,0.101,Sun Mar 04 13:30:06 +0000 2018,54,@BBC
0.0,2018-03-04,0.0,1.0,0.0,Sun Mar 04 12:57:19 +0000 2018,55,@BBC
0.4939,2018-03-04,0.0,0.882,0.118,Sun Mar 04 12:56:49 +0000 2018,56,@BBC
-0.765,2018-03-04,0.28,0.72,0.0,Sun Mar 04 12:56:15 +0000 2018,57,@BBC
0.7003,2018-03-04,0.0,0.775,0.225,Sun Mar 04 12:55:43 +0000 2018,58,@BBC
0.0,2018-03-04,0.0,1.0,0.0,Sun Mar 04 12:33:04 +0000 2018,59,@BBC
0.0,2018-03-04,0.0,1.0,0.0,Sun Mar 04 12:00:07 +0000 2018,60,@BBC
0.0,2018-03-04,0.0,1.0,0.0,Sun Mar 04 11:54:09 +0000 2018,61,@BBC
0.0,2018-03-04,0.0,1.0,0.0,Sun Mar 04 11:34:05 +0000 2018,62,@BBC
0.5141,2018-03-04,0.0,0.678,0.322,Sun Mar 04 11:00:02 +0000 2018,63,@BBC
0.657,2018-03-04,0.0,0.715,0.285,Sun Mar 04 10:33:01 +0000 2018,64,@BBC
0.0,2018-03-04,0.0,1.0,0.0,Sun Mar 04 09:30:03 +0000 2018,65,@BBC
0.6249,2018-03-03,0.0,0.745,0.255,Sat Mar 03 21:21:40 +0000 2018,66,@BBC
0.296,2018-03-03,0.0,0.833,0.167,Sat Mar 03 19:36:06 +0000 2018,67,@BBC
0.1695,2018-03-03,0.11,0.72,0.17,Sat Mar 03 19:00:05 +0000 2018,68,@BBC
-0.7717,2018-03-03,0.271,0.729,0.0,Sat Mar 03 18:00:16 +0000 2018,69,@BBC
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 17:58:00 +0000 2018,70,@BBC
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 17:57:56 +0000 2018,71,@BBC
-0.6705,2018-03-03,0.256,0.744,0.0,Sat Mar 03 17:46:46 +0000 2018,72,@BBC
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 17:00:03 +0000 2018,73,@BBC
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 16:00:08 +0000 2018,74,@BBC
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:26:56 +0000 2018,75,@BBC
0.4754,2018-03-03,0.0,0.877,0.123,Sat Mar 03 15:26:39 +0000 2018,76,@BBC
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:07:50 +0000 2018,77,@BBC
-0.4404,2018-03-03,0.2,0.709,0.091,Sat Mar 03 15:07:40 +0000 2018,78,@BBC
-0.296,2018-03-03,0.115,0.885,0.0,Sat Mar 03 15:00:07 +0000 2018,79,@BBC
-0.5514,2018-03-03,0.229,0.771,0.0,Sat Mar 03 13:30:04 +0000 2018,80,@BBC
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 12:30:30 +0000 2018,81,@BBC
-0.296,2018-03-03,0.355,0.645,0.0,Sat Mar 03 12:00:04 +0000 2018,82,@BBC
-0.3612,2018-03-03,0.143,0.857,0.0,Sat Mar 03 11:29:49 +0000 2018,83,@BBC
0.6114,2018-03-03,0.0,0.778,0.222,Sat Mar 03 11:18:14 +0000 2018,84,@BBC
-0.3612,2018-03-03,0.134,0.791,0.075,Sat Mar 03 11:00:11 +0000 2018,85,@BBC
0.5719,2018-03-03,0.0,0.844,0.156,Sat Mar 03 10:42:24 +0000 2018,86,@BBC
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 10:41:48 +0000 2018,87,@BBC
0.7569,2018-03-03,0.0,0.728,0.272,Sat Mar 03 10:00:04 +0000 2018,88,@BBC
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 09:39:33 +0000 2018,89,@BBC
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 09:39:27 +0000 2018,90,@BBC
0.2732,2018-03-03,0.0,0.896,0.104,Sat Mar 03 09:00:07 +0000 2018,91,@BBC
-0.4767,2018-03-02,0.193,0.807,0.0,Fri Mar 02 20:35:03 +0000 2018,92,@BBC
0.4588,2018-03-02,0.0,0.833,0.167,Fri Mar 02 19:00:09 +0000 2018,93,@BBC
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 18:00:11 +0000 2018,94,@BBC
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 17:30:03 +0000 2018,95,@BBC
0.9184,2018-03-02,0.0,0.546,0.454,Fri Mar 02 15:43:22 +0000 2018,96,@BBC
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 15:03:04 +0000 2018,97,@BBC
0.7684,2018-03-02,0.0,0.647,0.353,Fri Mar 02 14:30:11 +0000 2018,98,@BBC
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 14:03:04 +0000 2018,99,@BBC
-0.5095,2018-03-02,0.215,0.785,0.0,Fri Mar 02 13:00:04 +0000 2018,100,@BBC
0.6705,2018-03-06,0.0,0.756,0.244,Tue Mar 06 18:10:59 +0000 2018,1,@CBS
0.3818,2018-03-05,0.0,0.833,0.167,Mon Mar 05 22:16:43 +0000 2018,2,@CBS
0.4404,2018-03-04,0.0,0.884,0.116,Sun Mar 04 08:05:26 +0000 2018,3,@CBS
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 20:55:20 +0000 2018,4,@CBS
0.7096,2018-03-02,0.0,0.753,0.247,Fri Mar 02 22:30:01 +0000 2018,5,@CBS
0.7096,2018-03-02,0.0,0.718,0.282,Fri Mar 02 20:30:01 +0000 2018,6,@CBS
0.4939,2018-03-02,0.0,0.849,0.151,Fri Mar 02 18:45:00 +0000 2018,7,@CBS
-0.6981,2018-03-01,0.21,0.79,0.0,Thu Mar 01 18:59:01 +0000 2018,8,@CBS
0.4547,2018-03-01,0.092,0.749,0.159,Thu Mar 01 18:12:57 +0000 2018,9,@CBS
0.8591,2018-03-01,0.0,0.462,0.538,Thu Mar 01 18:11:50 +0000 2018,10,@CBS
0.4885,2018-03-01,0.151,0.615,0.234,Thu Mar 01 18:10:50 +0000 2018,11,@CBS
0.5994,2018-03-01,0.0,0.822,0.178,Thu Mar 01 14:36:21 +0000 2018,12,@CBS
0.7717,2018-03-01,0.0,0.675,0.325,Thu Mar 01 14:29:20 +0000 2018,13,@CBS
0.6908,2018-03-01,0.0,0.725,0.275,Thu Mar 01 14:15:29 +0000 2018,14,@CBS
0.0,2018-03-01,0.0,1.0,0.0,Thu Mar 01 13:50:11 +0000 2018,15,@CBS
0.0,2018-03-01,0.0,1.0,0.0,Thu Mar 01 01:04:52 +0000 2018,16,@CBS
0.0,2018-02-28,0.0,1.0,0.0,Wed Feb 28 19:56:58 +0000 2018,17,@CBS
0.4404,2018-02-28,0.0,0.884,0.116,Wed Feb 28 19:08:30 +0000 2018,18,@CBS
0.5562,2018-02-27,0.0,0.848,0.152,Tue Feb 27 03:23:47 +0000 2018,19,@CBS
0.0,2018-02-26,0.0,1.0,0.0,Mon Feb 26 22:50:32 +0000 2018,20,@CBS
0.0,2018-02-26,0.0,1.0,0.0,Mon Feb 26 21:08:30 +0000 2018,21,@CBS
0.4482,2018-02-26,0.0,0.895,0.105,Mon Feb 26 19:53:41 +0000 2018,22,@CBS
0.784,2018-02-26,0.0,0.734,0.266,Mon Feb 26 18:32:36 +0000 2018,23,@CBS
0.9359,2018-02-26,0.0,0.571,0.429,Mon Feb 26 18:20:16 +0000 2018,24,@CBS
-0.5423,2018-02-26,0.184,0.816,0.0,Mon Feb 26 16:53:56 +0000 2018,25,@CBS
0.0,2018-02-26,0.0,1.0,0.0,Mon Feb 26 16:52:01 +0000 2018,26,@CBS
0.0,2018-02-26,0.0,1.0,0.0,Mon Feb 26 16:17:55 +0000 2018,27,@CBS
0.7644,2018-02-26,0.0,0.769,0.231,Mon Feb 26 01:12:32 +0000 2018,28,@CBS
0.0,2018-02-25,0.0,1.0,0.0,Sun Feb 25 21:51:32 +0000 2018,29,@CBS
0.0,2018-02-25,0.0,1.0,0.0,Sun Feb 25 21:51:22 +0000 2018,30,@CBS
0.5093,2018-02-23,0.0,0.845,0.155,Fri Feb 23 18:15:40 +0000 2018,31,@CBS
0.0,2018-02-22,0.0,1.0,0.0,Thu Feb 22 19:26:52 +0000 2018,32,@CBS
0.0,2018-02-21,0.0,1.0,0.0,Wed Feb 21 19:20:04 +0000 2018,33,@CBS
0.6808,2018-02-21,0.0,0.752,0.248,Wed Feb 21 18:19:25 +0000 2018,34,@CBS
0.4404,2018-02-20,0.0,0.884,0.116,Tue Feb 20 19:55:19 +0000 2018,35,@CBS
-0.4019,2018-02-20,0.119,0.881,0.0,Tue Feb 20 17:58:18 +0000 2018,36,@CBS
0.3612,2018-02-20,0.0,0.872,0.128,Tue Feb 20 17:39:51 +0000 2018,37,@CBS
0.6124,2018-02-17,0.0,0.773,0.227,Sat Feb 17 01:07:20 +0000 2018,38,@CBS
0.3182,2018-02-16,0.0,0.892,0.108,Fri Feb 16 18:42:43 +0000 2018,39,@CBS
0.68,2018-02-16,0.0,0.752,0.248,Fri Feb 16 17:48:20 +0000 2018,40,@CBS
0.8619,2018-02-14,0.0,0.534,0.466,Wed Feb 14 19:23:27 +0000 2018,41,@CBS
0.0,2018-02-13,0.0,1.0,0.0,Tue Feb 13 20:03:56 +0000 2018,42,@CBS
0.7506,2018-02-13,0.0,0.748,0.252,Tue Feb 13 18:54:52 +0000 2018,43,@CBS
0.0,2018-02-12,0.0,1.0,0.0,Mon Feb 12 18:49:45 +0000 2018,44,@CBS
0.0,2018-02-12,0.0,1.0,0.0,Mon Feb 12 01:32:33 +0000 2018,45,@CBS
0.8478,2018-02-09,0.0,0.696,0.304,Fri Feb 09 00:50:01 +0000 2018,46,@CBS
-0.5859,2018-02-08,0.186,0.814,0.0,Thu Feb 08 16:09:35 +0000 2018,47,@CBS
0.0516,2018-02-07,0.0,0.934,0.066,Wed Feb 07 18:35:19 +0000 2018,48,@CBS
0.5574,2018-02-07,0.152,0.536,0.312,Wed Feb 07 16:17:48 +0000 2018,49,@CBS
0.0,2018-02-06,0.0,1.0,0.0,Tue Feb 06 22:21:39 +0000 2018,50,@CBS
0.0772,2018-02-06,0.106,0.773,0.121,Tue Feb 06 17:05:49 +0000 2018,51,@CBS
0.0,2018-02-04,0.0,1.0,0.0,Sun Feb 04 15:35:36 +0000 2018,52,@CBS
0.1531,2018-02-04,0.0,0.882,0.118,Sun Feb 04 12:00:01 +0000 2018,53,@CBS
0.0,2018-02-03,0.0,1.0,0.0,Sat Feb 03 23:11:43 +0000 2018,54,@CBS
0.8268,2018-02-03,0.0,0.662,0.338,Sat Feb 03 12:00:07 +0000 2018,55,@CBS
-0.0772,2018-02-02,0.075,0.925,0.0,Fri Feb 02 22:36:13 +0000 2018,56,@CBS
0.4019,2018-02-02,0.0,0.856,0.144,Fri Feb 02 20:07:40 +0000 2018,57,@CBS
0.4003,2018-02-02,0.0,0.876,0.124,Fri Feb 02 19:03:33 +0000 2018,58,@CBS
0.6114,2018-02-02,0.0,0.834,0.166,Fri Feb 02 17:23:18 +0000 2018,59,@CBS
0.0,2018-02-01,0.0,1.0,0.0,Thu Feb 01 22:04:41 +0000 2018,60,@CBS
0.0,2018-02-01,0.0,1.0,0.0,Thu Feb 01 20:09:49 +0000 2018,61,@CBS
0.1139,2018-01-31,0.0,0.912,0.088,Wed Jan 31 21:42:15 +0000 2018,62,@CBS
0.1007,2018-01-31,0.115,0.75,0.135,Wed Jan 31 17:05:47 +0000 2018,63,@CBS
0.4588,2018-01-31,0.0,0.812,0.188,Wed Jan 31 16:37:17 +0000 2018,64,@CBS
0.1779,2018-01-31,0.095,0.779,0.126,Wed Jan 31 06:55:30 +0000 2018,65,@CBS
-0.2263,2018-01-31,0.252,0.569,0.179,Wed Jan 31 02:15:16 +0000 2018,66,@CBS
-0.4767,2018-01-31,0.256,0.744,0.0,Wed Jan 31 01:58:40 +0000 2018,67,@CBS
0.4939,2018-01-31,0.119,0.625,0.256,Wed Jan 31 01:52:46 +0000 2018,68,@CBS
0.5093,2018-01-31,0.0,0.81,0.19,Wed Jan 31 01:49:43 +0000 2018,69,@CBS
0.8261,2018-01-31,0.0,0.566,0.434,Wed Jan 31 01:31:27 +0000 2018,70,@CBS
0.8309,2018-01-31,0.0,0.586,0.414,Wed Jan 31 01:29:10 +0000 2018,71,@CBS
0.6588,2018-01-31,0.0,0.614,0.386,Wed Jan 31 01:24:16 +0000 2018,72,@CBS
-0.5106,2018-01-31,0.398,0.602,0.0,Wed Jan 31 01:18:37 +0000 2018,73,@CBS
0.0,2018-01-31,0.0,1.0,0.0,Wed Jan 31 01:17:37 +0000 2018,74,@CBS
0.7525,2018-01-31,0.0,0.651,0.349,Wed Jan 31 01:16:15 +0000 2018,75,@CBS
0.0,2018-01-31,0.0,1.0,0.0,Wed Jan 31 01:08:01 +0000 2018,76,@CBS
0.8516,2018-01-31,0.0,0.42,0.58,Wed Jan 31 01:04:34 +0000 2018,77,@CBS
0.8442,2018-01-31,0.0,0.649,0.351,Wed Jan 31 01:00:35 +0000 2018,78,@CBS
0.923,2018-01-31,0.0,0.594,0.406,Wed Jan 31 00:55:04 +0000 2018,79,@CBS
0.5994,2018-01-31,0.0,0.794,0.206,Wed Jan 31 00:37:20 +0000 2018,80,@CBS
0.8834,2018-01-31,0.0,0.593,0.407,Wed Jan 31 00:11:53 +0000 2018,81,@CBS
0.8553,2018-01-30,0.0,0.724,0.276,Tue Jan 30 23:35:01 +0000 2018,82,@CBS
0.8553,2018-01-30,0.0,0.694,0.306,Tue Jan 30 21:19:22 +0000 2018,83,@CBS
0.9215,2018-01-30,0.0,0.609,0.391,Tue Jan 30 18:46:04 +0000 2018,84,@CBS
0.0,2018-01-30,0.0,1.0,0.0,Tue Jan 30 16:00:02 +0000 2018,85,@CBS
0.5994,2018-01-30,0.0,0.813,0.187,Tue Jan 30 04:03:31 +0000 2018,86,@CBS
0.6908,2018-01-30,0.0,0.711,0.289,Tue Jan 30 03:17:51 +0000 2018,87,@CBS
0.0,2018-01-30,0.0,1.0,0.0,Tue Jan 30 02:12:15 +0000 2018,88,@CBS
-0.296,2018-01-30,0.115,0.885,0.0,Tue Jan 30 01:29:06 +0000 2018,89,@CBS
0.0,2018-01-30,0.0,1.0,0.0,Tue Jan 30 00:11:05 +0000 2018,90,@CBS
0.3818,2018-01-29,0.0,0.885,0.115,Mon Jan 29 22:45:21 +0000 2018,91,@CBS
0.5093,2018-01-29,0.079,0.758,0.162,Mon Jan 29 22:10:15 +0000 2018,92,@CBS
0.0,2018-01-29,0.0,1.0,0.0,Mon Jan 29 20:00:04 +0000 2018,93,@CBS
0.7783,2018-01-29,0.0,0.714,0.286,Mon Jan 29 19:00:05 +0000 2018,94,@CBS
0.9259,2018-01-29,0.0,0.558,0.442,Mon Jan 29 18:00:02 +0000 2018,95,@CBS
0.0,2018-01-29,0.0,1.0,0.0,Mon Jan 29 17:15:04 +0000 2018,96,@CBS
0.5106,2018-01-29,0.0,0.837,0.163,Mon Jan 29 16:00:05 +0000 2018,97,@CBS
0.1531,2018-01-29,0.0,0.914,0.086,Mon Jan 29 15:00:03 +0000 2018,98,@CBS
0.3182,2018-01-29,0.123,0.741,0.136,Mon Jan 29 14:00:02 +0000 2018,99,@CBS
0.6597,2018-01-29,0.0,0.707,0.293,Mon Jan 29 13:00:01 +0000 2018,100,@CBS
0.0,2018-03-07,0.0,1.0,0.0,Wed Mar 07 01:31:05 +0000 2018,1,@CNN
-0.796,2018-03-07,0.262,0.738,0.0,Wed Mar 07 01:26:06 +0000 2018,2,@CNN
-0.4939,2018-03-07,0.208,0.792,0.0,Wed Mar 07 01:21:14 +0000 2018,3,@CNN
-0.802,2018-03-07,0.286,0.714,0.0,Wed Mar 07 01:11:03 +0000 2018,4,@CNN
0.0,2018-03-07,0.0,1.0,0.0,Wed Mar 07 01:06:20 +0000 2018,5,@CNN
-0.7269,2018-03-07,0.276,0.724,0.0,Wed Mar 07 01:06:05 +0000 2018,6,@CNN
0.0,2018-03-07,0.0,1.0,0.0,Wed Mar 07 01:04:12 +0000 2018,7,@CNN
-0.5267,2018-03-07,0.159,0.841,0.0,Wed Mar 07 01:01:06 +0000 2018,8,@CNN
-0.7351,2018-03-07,0.292,0.708,0.0,Wed Mar 07 00:56:52 +0000 2018,9,@CNN
0.3612,2018-03-07,0.0,0.667,0.333,Wed Mar 07 00:56:06 +0000 2018,10,@CNN
0.0,2018-03-07,0.0,1.0,0.0,Wed Mar 07 00:51:05 +0000 2018,11,@CNN
0.4767,2018-03-07,0.0,0.86,0.14,Wed Mar 07 00:41:07 +0000 2018,12,@CNN
-0.7351,2018-03-07,0.256,0.744,0.0,Wed Mar 07 00:38:15 +0000 2018,13,@CNN
-0.4588,2018-03-07,0.222,0.778,0.0,Wed Mar 07 00:36:03 +0000 2018,14,@CNN
0.6369,2018-03-07,0.0,0.811,0.189,Wed Mar 07 00:31:07 +0000 2018,15,@CNN
0.0,2018-03-07,0.0,1.0,0.0,Wed Mar 07 00:26:03 +0000 2018,16,@CNN
-0.3612,2018-03-07,0.111,0.889,0.0,Wed Mar 07 00:20:34 +0000 2018,17,@CNN
0.128,2018-03-07,0.0,0.897,0.103,Wed Mar 07 00:18:16 +0000 2018,18,@CNN
0.0,2018-03-07,0.0,1.0,0.0,Wed Mar 07 00:15:25 +0000 2018,19,@CNN
0.3818,2018-03-07,0.0,0.898,0.102,Wed Mar 07 00:15:11 +0000 2018,20,@CNN
0.3182,2018-03-07,0.0,0.897,0.103,Wed Mar 07 00:08:04 +0000 2018,21,@CNN
0.1531,2018-03-06,0.0,0.909,0.091,Tue Mar 06 23:58:04 +0000 2018,22,@CNN
-0.2732,2018-03-06,0.13,0.87,0.0,Tue Mar 06 23:49:07 +0000 2018,23,@CNN
-0.5267,2018-03-06,0.185,0.815,0.0,Tue Mar 06 23:41:06 +0000 2018,24,@CNN
-0.5267,2018-03-06,0.175,0.825,0.0,Tue Mar 06 23:38:01 +0000 2018,25,@CNN
-0.1531,2018-03-06,0.082,0.865,0.053,Tue Mar 06 23:36:04 +0000 2018,26,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:31:07 +0000 2018,27,@CNN
0.7269,2018-03-06,0.0,0.724,0.276,Tue Mar 06 23:27:05 +0000 2018,28,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:21:03 +0000 2018,29,@CNN
-0.1531,2018-03-06,0.095,0.833,0.071,Tue Mar 06 23:20:18 +0000 2018,30,@CNN
-0.4767,2018-03-06,0.154,0.846,0.0,Tue Mar 06 23:18:24 +0000 2018,31,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:16:03 +0000 2018,32,@CNN
0.4939,2018-03-06,0.082,0.659,0.258,Tue Mar 06 23:11:07 +0000 2018,33,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:03:38 +0000 2018,34,@CNN
0.4585,2018-03-06,0.0,0.885,0.115,Tue Mar 06 22:53:38 +0000 2018,35,@CNN
0.4585,2018-03-06,0.0,0.87,0.13,Tue Mar 06 22:52:43 +0000 2018,36,@CNN
-0.4939,2018-03-06,0.144,0.856,0.0,Tue Mar 06 22:51:05 +0000 2018,37,@CNN
-0.362,2018-03-06,0.147,0.786,0.068,Tue Mar 06 22:46:07 +0000 2018,38,@CNN
-0.1779,2018-03-06,0.107,0.815,0.077,Tue Mar 06 22:45:17 +0000 2018,39,@CNN
-0.0258,2018-03-06,0.114,0.778,0.108,Tue Mar 06 22:42:32 +0000 2018,40,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 22:41:05 +0000 2018,41,@CNN
-0.5859,2018-03-06,0.194,0.806,0.0,Tue Mar 06 22:36:06 +0000 2018,42,@CNN
0.7713,2018-03-06,0.0,0.705,0.295,Tue Mar 06 22:31:55 +0000 2018,43,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 22:26:03 +0000 2018,44,@CNN
0.1531,2018-03-06,0.0,0.909,0.091,Tue Mar 06 22:21:05 +0000 2018,45,@CNN
0.2023,2018-03-06,0.0,0.913,0.087,Tue Mar 06 22:16:06 +0000 2018,46,@CNN
-0.5574,2018-03-06,0.187,0.813,0.0,Tue Mar 06 22:11:06 +0000 2018,47,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 22:10:08 +0000 2018,48,@CNN
0.1779,2018-03-06,0.104,0.763,0.133,Tue Mar 06 22:01:52 +0000 2018,49,@CNN
-0.1027,2018-03-06,0.139,0.739,0.122,Tue Mar 06 21:58:56 +0000 2018,50,@CNN
0.3612,2018-03-06,0.07,0.793,0.137,Tue Mar 06 21:49:09 +0000 2018,51,@CNN
0.2732,2018-03-06,0.0,0.9,0.1,Tue Mar 06 21:32:19 +0000 2018,52,@CNN
-0.296,2018-03-06,0.109,0.891,0.0,Tue Mar 06 21:25:43 +0000 2018,53,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 21:22:19 +0000 2018,54,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 21:18:43 +0000 2018,55,@CNN
-0.4019,2018-03-06,0.162,0.747,0.091,Tue Mar 06 21:11:16 +0000 2018,56,@CNN
-0.7269,2018-03-06,0.264,0.736,0.0,Tue Mar 06 21:02:06 +0000 2018,57,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 21:00:57 +0000 2018,58,@CNN
-0.796,2018-03-06,0.262,0.738,0.0,Tue Mar 06 20:45:54 +0000 2018,59,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 20:40:16 +0000 2018,60,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 20:37:41 +0000 2018,61,@CNN
0.7003,2018-03-06,0.057,0.65,0.293,Tue Mar 06 20:19:22 +0000 2018,62,@CNN
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 20:16:58 +0000 2018,63,@CNN
-0.128,2018-03-06,0.096,0.83,0.074,Tue Mar 06 20:05:27 +0000 2018,64,@CNN
